,Clase,Barrio,Ubicacion,Descripcion,Precio,Links,fecha_consulta,tipo_prop,operacion,Barrio_vf,localidad,Moneda,precio_efectivo,Precio_vf,Expensas,tdc,precio_en_pesos,ambientes,coords,filtro_coords,Ubicacion_norm,latitud,longitud
2398,"Departamento en Venta en Flores Norte, Flores","Flores Norte, Flores",Donato Álvarez 400,"Monoambiente Divisible con Patio y Balcón - Donato Álvarez 400, Flores",USD  112.000,https://www.argenprop.com/departamento-en-venta-en-flores-norte-1-ambiente--14502871,2024_03_01,Departamento,Venta,Flores Norte, Flores,Dólares,precio,112000,0,1070,119840000,Monoambiente,"(-34.6007256946505, -58.4362220794288)",False,Álvarez 400,-34.6007256946505,-58.4362220794288
2400,"Departamento en Venta en San Telmo, Capital Federal","San Telmo, Capital Federal","Cochabamba 820, Buenos Aires,","Amplio Monoambiente al Contrafrente con Balcon, y Amenities",USD  105.000,https://www.argenprop.com/departamento-en-venta-en-san-telmo-1-ambiente--14511658,2024_03_01,Departamento,Venta,San Telmo, Capital Federal,Dólares,precio,105000,0,1070,112350000,Monoambiente,"(-34.6235115780261, -58.37737478605487)",False,Cochabamba 820,-34.6235115780261,-58.37737478605487
2401,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal","Avenida Córdoba 5212, Buenos Aires,",Monoambiente al Frente con Balcon + Amenities,USD  115.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--14511668,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,115000,0,1070,123050000,Monoambiente,"(-34.59017822260362, -58.43628065535524)",False,Córdoba 5212,-34.59017822260362,-58.43628065535524
2402,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal","Avenida Córdoba 5212, Buenos Aires, 100",Monoambiente al Frente con Balcón con Cocina Separada + Amenities,USD  115.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--14511673,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,115000,0,1070,123050000,Monoambiente,"(-34.59017822260362, -58.43628065535524)",False,Córdoba 5212,-34.59017822260362,-58.43628065535524
2403,"Departamento en Venta en Palermo Chico, Palermo","Palermo Chico, Palermo",Cerviño 3600,"Departamento 1 Ambiente - Palermo Chico, Capital Federal",USD  160.600,https://www.argenprop.com/departamento-en-venta-en-palermo-chico-1-ambiente--14528184,2024_03_01,Departamento,Venta,Palermo Chico, Palermo,Dólares,precio,160600,0,1070,171842000,Monoambiente,"(-34.5798774528274, -58.4098320956574)",False,Cerviño 3600,-34.5798774528274,-58.4098320956574
2404,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",CORDOBA 3700,"Departamento 1 Ambiente - Palermo, Capital Federal",USD  120.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--14528221,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,120000,0,1070,128400000,Monoambiente,"(-34.597789345895, -58.418940904151)",False,CORDOBA 3700,-34.597789345895,-58.418940904151
2405,"Departamento en Venta en Balvanera, Capital Federal","Balvanera, Capital Federal",BARTOLOMÉ MITRE 2200,"Departamento 1 Ambiente - Balvanera, Capital Federal",USD  78.000,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--14528198,2024_03_01,Departamento,Venta,Balvanera, Capital Federal,Dólares,precio,78000,0,1070,83460000,Monoambiente,"(-34.6083683691988, -58.3977267109408)",False,MITRE 2200,-34.6083683691988,-58.3977267109408
2406,"Departamento en Venta en Palermo Chico, Palermo","Palermo Chico, Palermo",Cerviño 3600,"Departamento 1 Ambiente - Palermo Chico, Capital Federal",USD  154.000,https://www.argenprop.com/departamento-en-venta-en-palermo-chico-1-ambiente--14528357,2024_03_01,Departamento,Venta,Palermo Chico, Palermo,Dólares,precio,154000,0,1070,164780000,Monoambiente,"(-34.5798774528274, -58.4098320956574)",False,Cerviño 3600,-34.5798774528274,-58.4098320956574
2407,"Departamento en Venta en Palermo Chico, Palermo","Palermo Chico, Palermo",Cerviño 3600,"Departamento 1 Ambiente - Palermo Chico, Capital Federal",USD  182.700,https://www.argenprop.com/departamento-en-venta-en-palermo-chico-1-ambiente--14528381,2024_03_01,Departamento,Venta,Palermo Chico, Palermo,Dólares,precio,182700,0,1070,195489000,Monoambiente,"(-34.5798774528274, -58.4098320956574)",False,Cerviño 3600,-34.5798774528274,-58.4098320956574
2408,"Departamento en Venta en Paternal, Capital Federal","Paternal, Capital Federal",Fragata Sarmiento al 1800 2° c,Venta  Monoambiente - la Paternal - a Estrenar,USD  65.000,https://www.argenprop.com/departamento-en-venta-en-paternal-1-ambiente--14529947,2024_03_01,Departamento,Venta,Paternal, Capital Federal,Dólares,precio,65000,0,1070,69550000,Monoambiente,"(-34.6056471044868, -58.3921940628594)",False,Sarmiento 1800,-34.6056471044868,-58.3921940628594
2409,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal","ROOSEVELT, FRANKLIN 3200, Piso 4",Venta Monoambiente a Estrenar  con Balcon a Pasos Avda Balbi,USD  90.000,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--14530154,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,90000,0,1070,96300000,Monoambiente,"(-34.5620584620904, -58.4683282165764)",False,FRANKLIN 3200,-34.5620584620904,-58.4683282165764
2410,"Departamento en Venta en Flores Norte, Flores","Flores Norte, Flores",Avenida Boyacá 700,Monoambiente en Venta en Torres del Sol - Flores Norte -Av. Boyaca 736 6° - Capital Federal,USD  69.500,https://www.argenprop.com/departamento-en-venta-en-flores-norte-1-ambiente--14531883,2024_03_01,Departamento,Venta,Flores Norte, Flores,Dólares,precio,69500,0,1070,74365000,Monoambiente,"(-34.6194945649017, -58.4616807804745)",False,Boyacá 700,-34.6194945649017,-58.4616807804745
2411,"Departamento en Venta en Boedo, Capital Federal","Boedo, Capital Federal",VIRREY LINIERS al 1200,Venta 1 Ambiente a Estrenar C/balcón Boedo,USD  77.280+$10.000expensas,https://www.argenprop.com/departamento-en-venta-en-boedo-1-ambiente--12073239,2024_03_01,Departamento,Venta,Boedo, Capital Federal,Dólares,precio,77280,10000,1070,82689600,Monoambiente,"(-34.6251408466036, -58.4135722915396)",False,LINIERS 1200,-34.6251408466036,-58.4135722915396
2412,"Departamento en Venta en Boedo, Capital Federal","Boedo, Capital Federal",VIRREY LINIERS al 1200,Venta 1 Ambiente a Estrenar Balcón- Boedo -  - Financiación,USD  78.120+$10.000expensas,https://www.argenprop.com/departamento-en-venta-en-boedo-1-ambiente--12073227,2024_03_01,Departamento,Venta,Boedo, Capital Federal,Dólares,precio,78120,10000,1070,83588400,Monoambiente,"(-34.6251408466036, -58.4135722915396)",False,LINIERS 1200,-34.6251408466036,-58.4135722915396
2413,"Departamento en Venta en Boedo, Capital Federal","Boedo, Capital Federal",VIRREY LINIERS al 1200,Venta 1 Ambiente a Estrenar en Boedo Balcón al Frente,USD  73.800+$10.000expensas,https://www.argenprop.com/departamento-en-venta-en-boedo-1-ambiente--12073192,2024_03_01,Departamento,Venta,Boedo, Capital Federal,Dólares,precio,73800,10000,1070,78966000,Monoambiente,"(-34.6251408466036, -58.4135722915396)",False,LINIERS 1200,-34.6251408466036,-58.4135722915396
2414,"Departamento en Venta en Boedo, Capital Federal","Boedo, Capital Federal",VIRREY LINIERS al 1200,Venta 1 Ambiente a Estrenar Balcón Frente - Boedo,USD  72.520+$10.000expensas,https://www.argenprop.com/departamento-en-venta-en-boedo-1-ambiente--12073194,2024_03_01,Departamento,Venta,Boedo, Capital Federal,Dólares,precio,72520,10000,1070,77596400,Monoambiente,"(-34.6251408466036, -58.4135722915396)",False,LINIERS 1200,-34.6251408466036,-58.4135722915396
2415,"Departamento en Venta en Villa Devoto, Capital Federal","Villa Devoto, Capital Federal",Beiro 4570,Venta - Departamento - Consultorio - 1 Ambiente - Apto Profesional - Devoto - Balcon,USD  44.900+$13.000expensas,https://www.argenprop.com/departamento-en-venta-en-villa-devoto-1-ambiente--14539659,2024_03_01,Departamento,Venta,Villa Devoto, Capital Federal,Dólares,precio,44900,13000,1070,48043000,Monoambiente,"(-34.60793320359303, -58.51516802742178)",False,Beiro 4570,-34.60793320359303,-58.51516802742178
2416,"Departamento en Venta en Villa Devoto, Capital Federal","Villa Devoto, Capital Federal",Beiro 4570,Venta - Departamento - Consultorio - 1 Ambiente - Apto Profesional - Devoto - Balcon,USD  44.900+$13.000expensas,https://www.argenprop.com/departamento-en-venta-en-villa-devoto-1-ambiente--14539660,2024_03_01,Departamento,Venta,Villa Devoto, Capital Federal,Dólares,precio,44900,13000,1070,48043000,Monoambiente,"(-34.60793320359303, -58.51516802742178)",False,Beiro 4570,-34.60793320359303,-58.51516802742178
2417,"Departamento en Venta en Recoleta, Barrio Norte","Recoleta, Barrio Norte","Paraguay 2900, Piso 1",Venta Monoambiente en Recoleta,USD  68.000+$12.000expensas,https://www.argenprop.com/departamento-en-venta-en-recoleta-1-ambiente--12661820,2024_03_01,Departamento,Venta,Recoleta, Barrio Norte,Dólares,precio,68000,12000,1070,72760000,Monoambiente,"(-34.5961638076216, -58.4084547233382)",False,Paraguay 2900,-34.5961638076216,-58.4084547233382
2418,"Departamento en Venta en San Nicolás, Centro","San Nicolás, Centro","Sarmiento 1300, Piso 3",Venta de Monoambiente en San Nicolás,USD  58.000+$21.500expensas,https://www.argenprop.com/departamento-en-venta-en-san-nicolas-1-ambiente--14293521,2024_03_01,Departamento,Venta,San Nicolás, Centro,Dólares,precio,58000,21500,1070,62060000,Monoambiente,"(-34.6051840116741, -58.385038783881)",False,Sarmiento 1300,-34.6051840116741,-58.385038783881
2419,"Departamento en Venta en Barracas, Capital Federal","Barracas, Capital Federal",Regimiento de Patricios 200,"Monoambiente a Estrenar - 38 M² - con Balcón - Patricios 200, Barracas",USD  102.000,https://www.argenprop.com/departamento-en-venta-en-barracas-1-ambiente--14543854,2024_03_01,Departamento,Venta,Barracas, Capital Federal,Dólares,precio,102000,0,1070,109140000,Monoambiente,"(-34.6317390940407, -58.3704525117303)",False,Patricios 200,-34.6317390940407,-58.3704525117303
2420,"Departamento en Venta en Villa Devoto, Capital Federal","Villa Devoto, Capital Federal",Pareja  al 3398,Venta Monoambiente en Villa Devoto Próximo a Terminar Agosto,USD  80.000,https://www.argenprop.com/departamento-en-venta-en-villa-devoto-1-ambiente--12946664,2024_03_01,Departamento,Venta,Villa Devoto, Capital Federal,Dólares,precio,80000,0,1070,85600000,Monoambiente,"(-34.593966132130646, -58.505289759843905)",False,Pareja 3398,-34.593966132130646,-58.505289759843905
2421,"Departamento en Venta en Balvanera, Capital Federal","Balvanera, Capital Federal",Belgrano al 1300,Monoambiente Inv Temporario - Balvanera,USD  73.000+$4.200expensas,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--14545782,2024_03_01,Departamento,Venta,Balvanera, Capital Federal,Dólares,precio,73000,4200,1070,78110000,Monoambiente,"(-34.6133357384842, -58.3846558822493)",False,Belgrano 1300,-34.6133357384842,-58.3846558822493
2422,"Departamento en Venta en Colegiales, Capital Federal","Colegiales, Capital Federal","Virrey Loreto 3600, Piso 4",Departamento de 1 Ambiente a Estrenar,USD  79.000,https://www.argenprop.com/departamento-en-venta-en-colegiales-1-ambiente--14544954,2024_03_01,Departamento,Venta,Colegiales, Capital Federal,Dólares,precio,79000,0,1070,84530000,Monoambiente,"(-34.5783901093995, -58.4585384559427)",False,Loreto 3600,-34.5783901093995,-58.4585384559427
2423,"PH en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal",AMENABAR 2400,Venta Monoambiente Tipo PH en Belgrano,USD  73.000,https://www.argenprop.com/ph-en-venta-en-belgrano-1-ambiente--14546066,2024_03_01,PH,Venta,Belgrano, Capital Federal,Dólares,precio,73000,0,1070,78110000,Monoambiente,"(-34.5603374496671, -58.4609743475095)",False,AMENABAR 2400,-34.5603374496671,-58.4609743475095
2424,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",TAMBORINI al 3900,Venta Depto 1 Ambiente a Estrenar C/patio Aterrazado - Coghlan,USD  90.000+$5.000expensas,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--12514498,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,90000,5000,1070,96300000,Monoambiente,"(-34.5604429687053, -58.479734718054)",False,TAMBORINI 3900,-34.5604429687053,-58.479734718054
2425,"Departamento en Venta en Recoleta, Barrio Norte","Recoleta, Barrio Norte",Aguero 1600,"Departamento Monoambiente en Venta, Recoleta",USD  54.000,https://www.argenprop.com/departamento-en-venta-en-recoleta-1-ambiente--14549119,2024_03_01,Departamento,Venta,Recoleta, Barrio Norte,Dólares,precio,54000,0,1070,57780000,Monoambiente,"(-34.5916736108641, -58.4071367312647)",False,Aguero 1600,-34.5916736108641,-58.4071367312647
2426,"Departamento en Venta en Microcentro, Centro","Microcentro, Centro",Moreno 550 1ro 11°,"Monoambiente a Estrenar Edificio Boutique Museo ""Paseo de la Cisterna""",USD  84.000,https://www.argenprop.com/departamento-en-venta-en-microcentro-1-ambiente--14549943,2024_03_01,Departamento,Venta,Microcentro, Centro,Dólares,precio,84000,0,1070,89880000,Monoambiente,"(-34.611433880357104, -58.37408329699967)",False,Moreno 550,-34.611433880357104,-58.37408329699967
2427,"Departamento en Venta en Abasto, Capital Federal","Abasto, Capital Federal",Jean Juares al 600,Monoambiente Abasto Oportunidad Inversion,USD  44.000,https://www.argenprop.com/departamento-en-venta-en-abasto-1-ambiente--14549944,2024_03_01,Departamento,Venta,Abasto, Capital Federal,Dólares,precio,44000,0,1070,47080000,Monoambiente,"(-34.6029482133653, -58.4084653023724)",False,Juares 600,-34.6029482133653,-58.4084653023724
2428,"Departamento en Venta en Monte Castro, Floresta","Monte Castro, Floresta","Lascano 4300, Piso 3",Dpto Monoambiente Super Amplio Contrafrente con Balcon,USD  68.000,https://www.argenprop.com/departamento-en-venta-en-monte-castro-1-ambiente--8256826,2024_03_01,Departamento,Venta,Monte Castro, Floresta,Dólares,precio,68000,0,1070,72760000,Monoambiente,"(-34.6158067562309, -58.5009605623299)",False,Lascano 4300,-34.6158067562309,-58.5009605623299
2429,"Departamento en Venta en Palermo Soho, Palermo","Palermo Soho, Palermo","Thames 2200, Piso 2a7",Espectacular Monoambiente con Balcón y Parrilla Propia,USD  110.160,https://www.argenprop.com/departamento-en-venta-en-palermo-soho-1-ambiente--7849235,2024_03_01,Departamento,Venta,Palermo Soho, Palermo,Dólares,precio,110160,0,1070,117871200,Monoambiente,"(-34.583945477251, -58.4251776907879)",False,Thames 2200,-34.583945477251,-58.4251776907879
2430,"Departamento en Venta en Parque Patricios, Capital Federal","Parque Patricios, Capital Federal",Regimiento de Patricios 200,"Monoambiente a Estrenar - 38 M² - con Balcón - Patricios 200, Parque Patricios",USD  102.000,https://www.argenprop.com/departamento-en-venta-en-parque-patricios-1-ambiente--14557251,2024_03_01,Departamento,Venta,Parque Patricios, Capital Federal,Dólares,precio,102000,0,1070,109140000,Monoambiente,"(-34.6317390940407, -58.3704525117303)",False,Patricios 200,-34.6317390940407,-58.3704525117303
2431,"Departamento en Venta en Boca, Capital Federal","Boca, Capital Federal","Tomás Liberti 400, Piso 6",Departamento 1 Ambiente con Balcón,USD  37.000+$28.200expensas,https://www.argenprop.com/departamento-en-venta-en-boca-1-ambiente--14557428,2024_03_01,Departamento,Venta,Boca, Capital Federal,Dólares,precio,37000,28200,1070,39590000,Monoambiente,"(-34.6289475921927, -58.36554173973)",False,Liberti 400,-34.6289475921927,-58.36554173973
2434,"Departamento en Venta en Mataderos, Capital Federal","Mataderos, Capital Federal",Manuel Artigas al 5300,Departamento - Monoambiente - a Estrenar - Venta - Mataderos - Patio,USD  65.000,https://www.argenprop.com/departamento-en-venta-en-mataderos-1-ambiente--14561087,2024_03_01,Departamento,Venta,Mataderos, Capital Federal,Dólares,precio,65000,0,1070,69550000,Monoambiente,"(-34.6453966828035, -58.4979640320705)",False,Artigas 5300,-34.6453966828035,-58.4979640320705
2435,"Departamento en Venta en Caballito Norte, Caballito","Caballito Norte, Caballito",Av Gaona  al 1300,Departamento de 1 Ambiente 40 m2 Totales - Venta -  Caballito Norte - Cid Campeador,USD  82.000+$15.000expensas,https://www.argenprop.com/departamento-en-venta-en-caballito-norte-1-ambiente--14567224,2024_03_01,Departamento,Venta,Caballito Norte, Caballito,Dólares,precio,82000,15000,1070,87740000,Monoambiente,"(-34.6082947580837, -58.4478085486671)",False,Gaona 1300,-34.6082947580837,-58.4478085486671
2436,"Departamento en Venta en Palermo Soho, Palermo","Palermo Soho, Palermo",Salguero 1529  - Soho,"Departamento 1 Ambiente  (33m2) - Salguero 1529  - Piso 6° ""B"" - Frente - Contado",USD  115.000,https://www.argenprop.com/departamento-en-venta-en-palermo-soho-1-ambiente--14578281,2024_03_01,Departamento,Venta,Palermo Soho, Palermo,Dólares,precio,115000,0,1070,123050000,Monoambiente,"(-34.59242019435473, -58.418001663895986)",False,Salguero 1529,-34.59242019435473,-58.418001663895986
2437,"Departamento en Venta en Palermo Soho, Palermo","Palermo Soho, Palermo",Salguero 1529  - Soho,"Departamento 1 Ambiente  (33m2) - Salguero 1529  - Piso 5° ""B"" - Frente - Contado",USD  108.000,https://www.argenprop.com/departamento-en-venta-en-palermo-soho-1-ambiente--14578280,2024_03_01,Departamento,Venta,Palermo Soho, Palermo,Dólares,precio,108000,0,1070,115560000,Monoambiente,"(-34.59242019435473, -58.418001663895986)",False,Salguero 1529,-34.59242019435473,-58.418001663895986
2438,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Salguero 1529  Piso 5° D -  Palermo,"Departamento 1 Ambiente  (30m2) - Salguero 1529  - Piso 5° ""D"" - Contra-frente - Contado",USD  102.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--14578283,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,102000,0,1070,109140000,Monoambiente,"(-34.59242019435473, -58.418001663895986)",False,Salguero 1529,-34.59242019435473,-58.418001663895986
2439,"Departamento en Venta en Caballito, Capital Federal","Caballito, Capital Federal",MUÑIZ al 300,"Departamento a Estrenar, Venta, Caballito, Almagro, Subte, Monoambiente, 2 Ambientes, Balcon",USD  74.900+$20.000expensas,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--14579988,2024_03_01,Departamento,Venta,Caballito, Capital Federal,Dólares,precio,74900,20000,1070,80143000,Monoambiente,"(-34.6171037362071, -58.4273554525004)",False,MUÑIZ 300,-34.6171037362071,-58.4273554525004
2440,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Mario Bravo al 1300,Venta Monoambiente Palermo,USD  100.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--14582961,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,100000,0,1070,107000000,Monoambiente,"(-34.5946036608688, -58.4146261082103)",False,Bravo 1300,-34.5946036608688,-58.4146261082103
2441,"Departamento en Venta en Flores, Capital Federal","Flores, Capital Federal",J Bonifacio 2800,Departamento de 1 Ambiente en Flores.,USD  48.000+$4.100expensas,https://www.argenprop.com/departamento-en-venta-en-flores-1-ambiente--11390008,2024_03_01,Departamento,Venta,Flores, Capital Federal,Dólares,precio,48000,4100,1070,51360000,Monoambiente,"(-34.6340579270204, -58.4666824389087)",False,Bonifacio 2800,-34.6340579270204,-58.4666824389087
2442,"Departamento en Venta en San Telmo, Capital Federal","San Telmo, Capital Federal",Defensa 1200,"Monoambiente - a Estrenar - Terraza - Muy Luminoso - Defensa 1200, San Telmo",USD  102.000,https://www.argenprop.com/departamento-en-venta-en-san-telmo-1-ambiente--14584880,2024_03_01,Departamento,Venta,San Telmo, Capital Federal,Dólares,precio,102000,0,1070,109140000,Monoambiente,"(-34.6218361351995, -58.3713328394076)",False,Defensa 1200,-34.6218361351995,-58.3713328394076
2443,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal","BILLINGHURST 900, Piso 5",Estupendo Departamento 1 Ambiente en Palermo,USD  125.664,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--11934438,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,125664,0,1070,134460480,Monoambiente,"(-34.5996003724638, -58.4149302592955)",False,BILLINGHURST 900,-34.5996003724638,-58.4149302592955
2444,"Departamento en Venta en Villa Devoto, Capital Federal","Villa Devoto, Capital Federal",Pareja 3300,"Departamento Monoambiente  en Venta Ubicado en Villa Devoto, Capital Federal",USD  92.435,https://www.argenprop.com/departamento-en-venta-en-villa-devoto-1-ambiente--14588187,2024_03_01,Departamento,Venta,Villa Devoto, Capital Federal,Dólares,precio,92435,0,1070,98905450,Monoambiente,"(-34.5932416143007, -58.5041167634116)",False,Pareja 3300,-34.5932416143007,-58.5041167634116
2445,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal","Salguero 1529  Piso 6° ""D"" -  Contra Frente - Palermo","Departamento 1 Ambiente  (30m2) - Salguero 1529  - Piso 5° ""D"" - Contra-frente - Contado",USD  107.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--14578287,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,107000,0,1070,114490000,Monoambiente,"(-34.59242019435473, -58.418001663895986)",False,Salguero 1529,-34.59242019435473,-58.418001663895986
2446,"Departamento en Venta en San Telmo, Capital Federal","San Telmo, Capital Federal",Defensa 1417 5º 510,Venta Departamento 1 Ambiente con Balcón. Muy Luminoso. Parque Lezama - San Telmo,USD  91.000+$15.000expensas,https://www.argenprop.com/departamento-en-venta-en-san-telmo-1-ambiente--12453001,2024_03_01,Departamento,Venta,San Telmo, Capital Federal,Dólares,precio,91000,15000,1070,97370000,Monoambiente,"(-34.62442230351312, -58.37117461716311)",False,Defensa 1417,-34.62442230351312,-58.37117461716311
2447,"Departamento en Venta en Villa Crespo, Capital Federal","Villa Crespo, Capital Federal",Antezana  al 500,Venta Departamento Monoambiente Villa Crespo Amenities,USD  59.000,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-1-ambiente--14594053,2024_03_01,Departamento,Venta,Villa Crespo, Capital Federal,Dólares,precio,59000,0,1070,63130000,Monoambiente,"(-34.6061961454357, -58.4465637586498)",False,Antezana 500,-34.6061961454357,-58.4465637586498
2448,"Departamento en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal",Monroe al 2500,Venta Monoambiente Todo Equipado,USD  95.000,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--14594185,2024_03_01,Departamento,Venta,Belgrano, Capital Federal,Dólares,precio,95000,0,1070,101650000,Monoambiente,"(-34.5588637940714, -58.4608858467333)",False,Monroe 2500,-34.5588637940714,-58.4608858467333
2449,"Departamento en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal",Monroe al 2500,Venta Monoambiente Todo Equipado,USD  95.000,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--14594186,2024_03_01,Departamento,Venta,Belgrano, Capital Federal,Dólares,precio,95000,0,1070,101650000,Monoambiente,"(-34.5588637940714, -58.4608858467333)",False,Monroe 2500,-34.5588637940714,-58.4608858467333
2450,"PH en Venta en Flores Norte, Flores","Flores Norte, Flores",Directorio 2900,Monoambiente a Estrenar en Venta -  Av. Directorio 2900 7° - Flores - Capital Federal,USD  57.000,https://www.argenprop.com/ph-en-venta-en-flores-norte-1-ambiente--14619105,2024_03_01,PH,Venta,Flores Norte, Flores,Dólares,precio,57000,0,1070,60990000,Monoambiente,"(-34.6355186471067, -58.4674919510767)",False,Directorio 2900,-34.6355186471067,-58.4674919510767
2451,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal","GODOY CRUZ 2300, Piso 6",Hermoso Departamento 1 Ambiente Palermo,USD  178.630,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--11310073,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,178630,0,1070,191134100,Monoambiente,"(-34.6530125612481, -58.3782767268395)",False,CRUZ 2300,-34.6530125612481,-58.3782767268395
2452,"Departamento en Venta en Balvanera, Capital Federal","Balvanera, Capital Federal","Junin 600, Piso 3",Depto Monoambiente,USD  58.000,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--11284256,2024_03_01,Departamento,Venta,Balvanera, Capital Federal,Dólares,precio,58000,0,1070,62060000,Monoambiente,"(-34.6021858716561, -58.3970188210411)",False,Junin 600,-34.6021858716561,-58.3970188210411
2453,"Departamento en Venta en Caballito, Capital Federal","Caballito, Capital Federal","AMBROSETTI 100, Piso 2","Un Ambiente con Amenities: Terraza, Solárium y Laundry.",USD  105.000+$6.000expensas,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--14626166,2024_03_01,Departamento,Venta,Caballito, Capital Federal,Dólares,precio,105000,6000,1070,112350000,Monoambiente,"(-34.6165913080696, -58.43585833063)",False,AMBROSETTI 100,-34.6165913080696,-58.43585833063
2454,"Departamento en Venta en Boedo, Capital Federal","Boedo, Capital Federal",Independencia al 4000,Venta - Departamento - Boedo - Almagro - Monoambiente Divisible,USD  58.000+$15.000expensas,https://www.argenprop.com/departamento-en-venta-en-boedo-1-ambiente--14636711,2024_03_01,Departamento,Venta,Boedo, Capital Federal,Dólares,precio,58000,15000,1070,62060000,Monoambiente,"(-34.6213937584191, -58.4222126748579)",False,Independencia 4000,-34.6213937584191,-58.4222126748579
2455,"Departamento en Venta en Barrio Norte, Capital Federal","Barrio Norte, Capital Federal",Azcuenaga al 900,Departamento  Monoambiente  en  Barrio Norte,USD  65.000+$25.000expensas,https://www.argenprop.com/departamento-en-venta-en-barrio-norte-1-ambiente--14654709,2024_03_01,Departamento,Venta,Barrio Norte, Capital Federal,Dólares,precio,65000,25000,1070,69550000,Monoambiente,"(-34.5980096826137, -58.4006876558738)",False,Azcuenaga 900,-34.5980096826137,-58.4006876558738
2456,"Departamento en Venta en Barrio Norte, Capital Federal","Barrio Norte, Capital Federal",Azcuenaga al 900,Departamento  Monoambiente  en  Barrio Norte,USD  65.000+$25.000expensas,https://www.argenprop.com/departamento-en-venta-en-barrio-norte-1-ambiente--14654716,2024_03_01,Departamento,Venta,Barrio Norte, Capital Federal,Dólares,precio,65000,25000,1070,69550000,Monoambiente,"(-34.5980096826137, -58.4006876558738)",False,Azcuenaga 900,-34.5980096826137,-58.4006876558738
2457,"Departamento en Venta en Flores, Capital Federal","Flores, Capital Federal",Av. Directorio al 2100,Departamento en  Venta a Estrenar - 1 Ambiente,USD  62.000,https://www.argenprop.com/departamento-en-venta-en-flores-1-ambiente--14670847,2024_03_01,Departamento,Venta,Flores, Capital Federal,Dólares,precio,62000,0,1070,66340000,Monoambiente,"(-34.6321896821234, -58.4565457299069)",False,Directorio 2100,-34.6321896821234,-58.4565457299069
2458,"Departamento en Venta en Nuñez, Capital Federal","Nuñez, Capital Federal","Quesada 2300, Piso 2",Departamento Monoambiente en Pozo - en Venta,USD  89.000,https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--14682523,2024_03_01,Departamento,Venta,Nuñez, Capital Federal,Dólares,precio,89000,0,1070,95230000,Monoambiente,"(-34.553810346996, -58.4622575962043)",False,Quesada 2300,-34.553810346996,-58.4622575962043
2459,"Departamento en Venta en Belgrano R, Belgrano","Belgrano R, Belgrano","Cramer 1700, Piso 10","Departamento de Un Ambiente, a Estrenar",USD  120.000,https://www.argenprop.com/departamento-en-venta-en-belgrano-r-1-ambiente--14684120,2024_03_01,Departamento,Venta,Belgrano R, Belgrano,Dólares,precio,120000,0,1070,128400000,Monoambiente,"(-34.5696729665204, -58.4577709535022)",False,Cramer 1700,-34.5696729665204,-58.4577709535022
